크기,무게(ton),속도(km_h),색상,제로백(sec),차량발매연도,정지거리(m)
소형,0.9,98.9,푸른색,19.5,2014,44.505
중형,1.09,95.8,흰색,27.8,2019,52.211
소형,1.06,108.1,회색,26.3,2019,57.293
대형,1.47,75.2,회색,7.0,2005,55.272
대형,1.47,73.3,흰색,10.3,2011,53.875
대형,1.39,71.0,흰색,13.7,2011,49.345
대형,1.34,85.3,초록색,9.8,2013,57.151
소형,1.02,88.8,푸른색,8.3,2009,45.288
소형,1.04,94.6,초록색,8.5,2008,49.192
소형,0.9,93.7,초록색,26.5,2011,42.165
소형,1.04,109.9,푸른색,28.4,2016,57.148
대형,1.35,70.9,분홍색,17.8,2005,47.858
중형,1.26,100.2,분홍색,28.1,2009,63.126
소형,1.0,107.3,회색,25.1,2020,53.65
대형,1.37,73.2,회색,24.8,2019,50.142
소형,0.99,80.3,흰색,10.6,2014,39.749
소형,0.92,101.9,분홍색,15.0,2016,46.874
중형,1.17,104.3,검은색,13.1,2007,61.016
소형,1.1,83.0,붉은색,28.6,2017,45.65
대형,1.34,80.4,검은색,15.1,2015,53.868
중형,1.26,89.4,붉은색,14.2,2021,56.322
중형,1.19,100.4,초록색,17.6,2005,59.738
중형,1.19,103.3,흰색,12.7,2007,61.464
중형,1.09,122.0,분홍색,13.8,2008,66.49
대형,1.26,80.1,회색,17.1,2006,50.463
소형,1.04,90.5,분홍색,22.6,2018,47.06
소형,0.98,105.9,검은색,27.7,2015,51.891
소형,1.02,84.8,흰색,24.2,2013,43.248
중형,1.11,117.7,붉은색,12.7,2021,65.324
소형,0.99,95.3,회색,24.5,2021,47.174
중형,1.06,100.8,초록색,23.3,2021,53.424
대형,1.27,75.4,흰색,7.8,2006,47.879
대형,1.39,84.4,붉은색,20.3,2005,58.658
소형,0.99,105.8,붉은색,12.9,2011,52.371
소형,0.94,95.0,푸른색,14.8,2018,44.65
중형,1.3,83.7,검은색,15.8,2006,54.405
소형,1.07,101.9,분홍색,18.4,2009,54.517
소형,1.1,80.7,검은색,17.6,2021,44.385
중형,1.06,93.0,초록색,17.9,2017,49.29
대형,1.36,70.1,분홍색,14.6,2020,47.668
대형,1.3,75.2,초록색,16.5,2008,48.88
소형,0.99,90.9,붉은색,25.0,2005,44.995
소형,0.95,84.1,붉은색,20.1,2011,39.948
중형,1.27,82.2,검은색,19.2,2014,52.197
소형,0.9,107.2,푸른색,25.2,2016,48.24
소형,1.03,90.2,푸른색,15.9,2009,46.453
중형,1.28,81.4,초록색,7.1,2020,52.096
대형,1.28,75.3,흰색,25.0,2009,48.192
중형,1.13,110.6,분홍색,7.0,2021,62.489
소형,0.95,86.2,붉은색,8.2,2019,40.945
대형,1.34,74.5,분홍색,11.5,2011,49.915
소형,1.08,106.0,분홍색,29.6,2018,57.24
중형,1.22,96.7,붉은색,16.8,2016,58.987
대형,1.3,74.6,초록색,14.1,2018,48.49
중형,1.22,117.3,초록색,9.6,2013,71.553
소형,0.94,96.2,푸른색,24.3,2020,45.214
소형,1.03,100.6,흰색,26.1,2005,51.809
중형,1.08,84.6,푸른색,26.9,2005,45.684
중형,1.29,119.5,흰색,8.9,2013,77.078
소형,0.96,98.6,검은색,27.3,2008,47.328
대형,1.5,87.1,붉은색,21.2,2009,65.325
대형,1.29,77.6,분홍색,19.7,2020,50.052
중형,1.19,113.4,분홍색,28.1,2009,67.473
중형,1.22,98.2,푸른색,20.5,2006,59.902
소형,0.93,102.8,흰색,12.1,2007,47.802
대형,1.47,88.8,회색,25.3,2010,65.268
대형,1.44,75.0,분홍색,10.6,2006,54.0
대형,1.41,74.5,붉은색,12.2,2017,52.522
소형,0.94,96.1,흰색,23.2,2013,45.167
중형,1.09,102.2,회색,25.8,2019,55.699
소형,1.08,98.5,회색,7.4,2017,53.19
중형,1.29,114.1,푸른색,23.7,2006,73.595
대형,1.47,85.6,푸른색,17.0,2018,62.916
중형,1.27,106.3,검은색,24.0,2011,67.501
소형,0.99,93.8,흰색,13.3,2007,46.431
대형,1.41,81.5,검은색,14.5,2019,57.457
대형,1.35,82.5,회색,22.6,2013,55.688
중형,1.1,97.2,초록색,17.2,2020,53.46
중형,1.19,116.6,회색,13.3,2013,69.377
대형,1.33,86.1,흰색,13.4,2007,57.257
소형,1.01,106.6,붉은색,29.1,2017,53.833
대형,1.27,82.4,분홍색,13.9,2012,52.324
대형,1.49,70.5,붉은색,16.6,2013,52.523
대형,1.37,83.7,회색,22.6,2017,57.335
소형,0.99,92.0,분홍색,18.3,2012,45.54
소형,0.97,101.2,붉은색,7.9,2009,49.082
소형,0.94,89.9,흰색,21.3,2008,42.253
중형,1.24,106.3,검은색,11.9,2013,65.906
소형,1.05,80.8,푸른색,24.0,2012,42.42
대형,1.34,76.0,분홍색,15.9,2012,50.92
대형,1.43,86.3,검은색,9.7,2016,61.705
중형,1.13,95.8,분홍색,14.1,2006,54.127
소형,0.95,97.7,초록색,8.3,2006,46.408
소형,1.05,93.3,푸른색,25.3,2005,48.983
소형,0.99,98.4,분홍색,27.2,2005,48.708
대형,1.4,84.6,붉은색,28.5,2017,59.22
대형,1.42,85.1,초록색,28.1,2021,60.421
대형,1.48,70.2,초록색,11.8,2021,51.948
소형,0.99,93.3,푸른색,19.9,2015,46.184
중형,1.22,116.8,푸른색,14.8,2018,71.248
소형,0.95,84.8,흰색,21.0,2007,40.28
소형,0.97,93.7,회색,27.6,2008,45.444
대형,1.41,84.7,회색,10.6,2010,59.713
소형,1.07,88.7,흰색,21.5,2014,47.455
소형,1.0,83.3,흰색,14.0,2007,41.65
대형,1.28,84.5,붉은색,18.5,2017,54.08
대형,1.39,80.2,회색,24.1,2019,55.739
대형,1.35,89.0,분홍색,17.0,2017,60.075
중형,1.22,117.9,초록색,23.3,2012,71.919
소형,0.93,82.6,푸른색,12.5,2020,38.409
중형,1.19,113.4,회색,14.7,2009,67.473
대형,1.4,89.5,붉은색,11.2,2019,62.65
대형,1.27,76.4,분홍색,15.4,2020,48.514
소형,1.05,85.1,검은색,17.0,2017,44.678
소형,1.0,87.7,푸른색,15.9,2017,43.85
대형,1.45,88.8,붉은색,13.0,2021,64.38
소형,0.91,109.4,흰색,9.2,2017,49.777
대형,1.25,73.0,흰색,16.5,2016,45.625
소형,1.05,100.4,검은색,24.8,2010,52.71
중형,1.28,93.0,검은색,25.3,2019,59.52
소형,1.07,103.1,흰색,14.7,2017,55.159
소형,1.07,90.0,분홍색,23.1,2018,48.15
중형,1.05,92.5,붉은색,9.5,2011,48.562
중형,1.11,92.2,초록색,10.5,2007,51.171
중형,1.15,119.5,초록색,27.8,2013,68.713
대형,1.35,77.2,분홍색,15.5,2010,52.11
소형,1.02,81.8,푸른색,8.2,2013,41.718
소형,1.06,105.6,푸른색,8.5,2020,55.968
소형,0.91,107.4,검은색,25.2,2016,48.867
대형,1.48,72.1,초록색,26.9,2005,53.354
대형,1.33,83.3,흰색,16.4,2011,55.395
소형,1.06,100.5,분홍색,17.5,2020,53.265
소형,0.9,85.1,회색,26.4,2013,38.295
대형,1.48,87.8,회색,18.0,2005,64.972
대형,1.39,88.8,흰색,22.1,2008,61.716
소형,0.93,90.0,회색,24.0,2009,41.85
대형,1.46,76.6,푸른색,7.8,2018,55.918
중형,1.11,97.3,푸른색,22.0,2021,54.002
대형,1.27,71.8,흰색,17.8,2013,45.593
소형,1.06,80.1,흰색,25.4,2008,42.453
대형,1.31,74.1,초록색,27.8,2018,48.536
대형,1.49,76.5,회색,20.2,2017,56.992
소형,0.97,107.5,회색,19.5,2016,52.137
대형,1.27,81.3,검은색,19.7,2019,51.626
대형,1.27,70.3,붉은색,23.8,2006,44.64
대형,1.49,85.9,검은색,17.6,2008,63.996
소형,1.08,96.9,분홍색,14.2,2020,52.326
중형,1.06,121.3,검은색,28.5,2011,64.289
중형,1.05,110.1,흰색,18.4,2007,57.803
대형,1.37,72.8,검은색,10.7,2007,49.868
대형,1.31,76.8,회색,21.2,2006,50.304
소형,1.01,98.7,흰색,28.6,2009,49.843
중형,1.07,80.8,붉은색,15.3,2009,43.228
대형,1.49,71.6,분홍색,25.7,2016,53.342
소형,0.93,104.9,초록색,22.3,2020,48.779
중형,1.22,111.7,회색,12.7,2005,68.137
대형,1.44,75.5,푸른색,25.2,2009,54.36
대형,1.32,73.7,푸른색,19.6,2007,48.642
중형,1.28,90.1,검은색,29.1,2008,57.664
중형,1.09,112.8,초록색,28.3,2015,61.476
소형,0.91,83.9,검은색,11.2,2021,38.175
소형,1.0,93.9,분홍색,12.1,2013,46.95
소형,0.99,81.9,붉은색,8.8,2012,40.541
소형,0.93,85.6,검은색,22.9,2011,39.804
대형,1.41,85.4,회색,28.2,2018,60.207
중형,1.26,106.1,분홍색,21.7,2010,66.843
소형,1.09,88.9,분홍색,10.1,2014,48.451
중형,1.11,90.0,붉은색,17.6,2012,49.95
대형,1.41,79.6,분홍색,13.9,2018,56.118
대형,1.33,74.4,회색,17.4,2015,49.476
대형,1.39,85.9,붉은색,7.8,2006,59.701
소형,0.91,85.3,흰색,7.6,2005,38.812
중형,1.17,103.9,초록색,12.3,2005,60.782
대형,1.46,86.5,분홍색,11.9,2016,63.145
대형,1.38,82.6,회색,19.9,2017,56.994
중형,1.13,94.4,붉은색,29.0,2012,53.336
대형,1.4,70.0,검은색,26.2,2012,49.0
중형,1.08,97.7,분홍색,11.8,2016,52.758
중형,1.09,108.7,흰색,9.1,2010,59.242
중형,1.21,80.3,검은색,26.3,2012,48.582
소형,0.93,85.8,흰색,13.2,2015,39.897
중형,1.27,84.9,푸른색,7.0,2020,53.912
소형,0.93,91.5,초록색,14.7,2009,42.547
대형,1.41,83.8,흰색,18.0,2013,59.079
중형,1.26,104.6,초록색,16.3,2005,65.898
대형,1.4,81.9,붉은색,24.1,2006,57.33
대형,1.39,70.1,검은색,25.5,2017,48.72
중형,1.2,117.4,검은색,12.5,2008,70.44
대형,1.27,71.2,푸른색,18.2,2012,45.212
중형,1.14,121.2,회색,28.9,2006,69.084
대형,1.28,78.4,검은색,28.2,2008,50.176
중형,1.17,87.4,회색,22.4,2007,51.129
소형,0.94,98.1,붉은색,22.0,2012,46.107
중형,1.14,84.8,붉은색,12.6,2014,48.336
소형,1.09,95.2,검은색,21.1,2005,51.884
소형,0.9,85.9,흰색,11.4,2020,38.655
소형,1.07,99.3,회색,28.7,2009,53.126
대형,1.44,78.9,검은색,11.9,2020,56.808
소형,1.09,107.8,흰색,17.9,2013,58.751
중형,1.21,84.4,흰색,16.3,2009,51.062
중형,1.3,97.6,흰색,14.3,2019,63.44
소형,0.95,100.1,흰색,28.8,2010,47.548
소형,1.05,91.2,초록색,17.6,2012,47.88
중형,1.08,81.3,분홍색,14.8,2010,43.902
중형,1.27,89.5,흰색,10.4,2007,56.833
중형,1.08,83.3,흰색,18.2,2010,44.982
소형,1.05,82.9,분홍색,27.4,2020,43.523
대형,1.32,77.9,분홍색,19.1,2008,51.414
소형,1.09,89.3,회색,27.2,2015,48.669
대형,1.4,87.4,흰색,22.0,2010,61.18
대형,1.31,73.9,회색,20.9,2016,48.405
소형,1.07,100.0,분홍색,24.3,2016,53.5
중형,1.12,103.4,회색,14.8,2015,57.904
중형,1.08,98.7,붉은색,27.9,2012,53.298
소형,1.1,88.8,흰색,25.2,2013,48.84
소형,0.97,104.8,초록색,14.4,2018,50.828
소형,1.1,80.5,검은색,25.7,2010,44.275
중형,1.19,84.9,흰색,25.0,2015,50.516
대형,1.32,81.8,푸른색,25.3,2013,53.988
대형,1.49,88.0,푸른색,13.0,2006,65.56
소형,1.06,91.7,검은색,8.9,2012,48.601
소형,1.05,101.6,초록색,27.6,2015,53.34
소형,1.08,103.2,검은색,24.8,2012,55.728
중형,1.12,101.8,분홍색,20.7,2018,57.008
대형,1.47,87.5,분홍색,16.6,2009,64.312
대형,1.49,74.4,회색,19.7,2012,55.428
중형,1.27,119.8,푸른색,18.9,2011,76.073
소형,1.02,107.1,흰색,15.0,2012,54.621
대형,1.38,77.9,흰색,25.4,2015,53.751
중형,1.15,122.2,초록색,7.1,2021,70.265
대형,1.33,88.1,푸른색,17.5,2019,58.587
소형,1.05,104.7,회색,29.3,2018,54.968
대형,1.29,79.0,푸른색,14.5,2009,50.955
대형,1.41,86.3,분홍색,8.2,2013,60.842
대형,1.48,75.6,푸른색,28.0,2007,55.944
중형,1.26,115.9,검은색,15.3,2008,73.017
대형,1.5,71.5,푸른색,21.8,2016,53.625
소형,0.94,81.9,흰색,23.1,2021,38.493
중형,1.05,119.6,흰색,14.1,2008,62.79
대형,1.3,88.4,분홍색,27.7,2019,57.46
대형,1.41,79.9,회색,27.5,2021,56.33
대형,1.47,88.7,흰색,15.4,2021,65.195
대형,1.36,78.5,초록색,17.1,2009,53.38
소형,1.08,89.0,초록색,15.3,2009,48.06
소형,1.06,103.6,흰색,29.3,2016,54.908
대형,1.43,76.5,초록색,17.8,2014,54.697
중형,1.18,109.9,분홍색,25.2,2006,64.841
소형,0.97,95.3,흰색,11.7,2011,46.221
대형,1.48,84.7,분홍색,20.9,2014,62.678
대형,1.42,76.7,검은색,10.4,2007,54.457
대형,1.28,75.2,분홍색,11.7,2009,48.128
중형,1.24,106.0,분홍색,24.2,2013,65.72
대형,1.38,85.8,검은색,12.2,2017,59.202
소형,1.07,90.9,분홍색,22.7,2012,48.632
중형,1.24,117.3,초록색,29.6,2020,72.726
소형,1.06,103.0,붉은색,18.9,2009,54.59
소형,1.03,93.7,분홍색,13.4,2009,48.256
대형,1.33,87.2,회색,12.2,2008,57.988
대형,1.38,87.2,흰색,29.7,2014,60.168
대형,1.3,70.7,초록색,19.8,2011,45.955
대형,1.26,79.2,분홍색,11.6,2018,49.896
소형,0.91,103.7,분홍색,23.5,2020,47.184
대형,1.27,83.5,검은색,27.2,2017,53.023
소형,0.94,103.7,검은색,27.9,2014,48.739
소형,0.91,85.3,흰색,14.6,2014,38.812
대형,1.3,71.0,초록색,13.0,2016,46.15
대형,1.41,70.1,붉은색,21.0,2021,49.421
중형,1.18,109.2,붉은색,8.9,2018,64.428
중형,1.27,103.7,검은색,11.9,2020,65.85
소형,1.06,90.6,검은색,10.4,2013,48.018
소형,0.93,91.0,초록색,12.5,2014,42.315
중형,1.21,83.2,흰색,15.6,2013,50.336
소형,0.91,88.3,푸른색,16.9,2020,40.177
대형,1.26,85.8,붉은색,10.5,2016,54.054
소형,0.96,95.6,붉은색,17.0,2013,45.888
중형,1.18,87.6,초록색,25.1,2011,51.684
중형,1.29,81.8,푸른색,24.2,2013,52.761
소형,0.92,100.0,회색,11.5,2013,46.0
대형,1.31,89.4,흰색,13.4,2017,58.557
소형,0.9,97.1,검은색,7.7,2018,43.695
중형,1.29,97.0,분홍색,18.5,2007,62.565
소형,0.92,85.2,초록색,25.2,2006,39.192
대형,1.45,85.7,검은색,15.1,2013,62.133
대형,1.38,70.2,흰색,26.1,2017,48.438
대형,1.36,75.1,검은색,21.8,2005,51.068
소형,0.99,90.0,분홍색,18.7,2013,44.55
대형,1.42,83.2,분홍색,15.4,2011,59.072
중형,1.05,111.2,붉은색,24.8,2007,58.38
소형,0.95,86.9,푸른색,25.5,2019,41.278
대형,1.28,71.7,초록색,8.8,2019,45.888
대형,1.31,88.6,푸른색,11.4,2014,58.033
중형,1.2,80.5,붉은색,10.9,2014,48.3
대형,1.27,78.9,붉은색,14.9,2016,50.102
대형,1.41,89.1,흰색,23.8,2006,62.816
중형,1.08,114.5,흰색,15.9,2012,61.83
소형,0.98,84.0,검은색,14.4,2005,41.16
중형,1.1,107.3,흰색,27.3,2021,59.015
소형,1.04,81.9,흰색,24.4,2016,42.588
소형,1.07,94.1,흰색,24.9,2005,50.344
중형,1.3,99.8,검은색,10.8,2019,64.87
중형,1.17,107.0,분홍색,12.9,2011,62.595
대형,1.39,74.4,푸른색,20.7,2017,51.708
대형,1.45,88.3,흰색,17.7,2019,64.018
중형,1.12,89.7,붉은색,19.1,2017,50.232
대형,1.5,71.3,푸른색,13.9,2007,53.475
소형,0.92,101.6,검은색,17.2,2011,46.736
대형,1.47,72.5,초록색,12.1,2014,53.288
대형,1.41,89.1,회색,12.4,2018,62.816
대형,1.34,81.6,초록색,20.1,2011,54.672
중형,1.26,82.5,회색,22.2,2008,51.975
소형,0.96,105.7,붉은색,15.7,2010,50.736
소형,0.95,95.1,회색,24.5,2017,45.173
대형,1.34,87.3,흰색,23.7,2014,58.491
중형,1.15,87.6,흰색,21.7,2009,50.37
대형,1.28,79.1,분홍색,14.3,2018,50.624
대형,1.38,87.1,초록색,27.6,2009,60.099
중형,1.12,122.3,검은색,23.1,2017,68.488
중형,1.19,80.9,푸른색,17.0,2006,48.136
대형,1.33,86.3,푸른색,29.9,2014,57.39
소형,1.09,98.9,푸른색,28.2,2008,53.901
대형,1.3,85.7,흰색,17.5,2012,55.705
중형,1.07,92.6,초록색,28.5,2017,49.541
중형,1.05,110.4,검은색,28.6,2013,57.96
대형,1.26,73.2,회색,21.6,2020,46.116
소형,1.08,88.4,푸른색,19.0,2021,47.736
대형,1.31,72.5,검은색,12.1,2006,47.488
중형,1.18,119.5,분홍색,11.5,2018,70.505
중형,1.3,94.7,초록색,11.0,2008,61.555
중형,1.09,110.7,붉은색,19.1,2009,60.332
중형,1.27,81.5,검은색,8.9,2008,51.752
중형,1.13,83.1,푸른색,14.1,2011,46.952
중형,1.07,88.9,흰색,23.3,2017,47.562
소형,1.0,93.9,붉은색,23.2,2010,46.95
대형,1.38,78.0,초록색,24.4,2005,53.82
중형,1.15,97.1,붉은색,20.6,2012,55.833
소형,1.0,92.0,분홍색,24.8,2013,46.0
소형,0.94,109.5,검은색,13.3,2006,51.465
대형,1.41,82.8,흰색,22.8,2020,58.374
소형,0.97,90.5,분홍색,27.1,2010,43.892
중형,1.13,88.2,붉은색,22.3,2020,49.833
중형,1.28,113.7,붉은색,9.1,2016,72.768
대형,1.26,75.7,흰색,23.4,2014,47.691
소형,0.94,86.2,회색,12.1,2007,40.514
중형,1.28,122.9,흰색,14.9,2021,78.656
중형,1.11,86.9,붉은색,13.2,2017,48.23
대형,1.48,83.2,흰색,17.3,2021,61.568
중형,1.1,113.5,초록색,14.2,2015,62.425
대형,1.47,78.2,분홍색,8.0,2019,57.477
소형,0.92,90.2,검은색,17.0,2013,41.492
중형,1.29,85.5,초록색,18.0,2009,55.148
중형,1.28,109.3,초록색,12.8,2009,69.952
대형,1.3,76.6,초록색,26.8,2017,49.79
소형,0.98,92.4,분홍색,19.8,2011,45.276
소형,0.95,88.8,흰색,13.7,2008,42.18
소형,0.99,86.1,붉은색,25.9,2013,42.62
대형,1.31,82.0,분홍색,10.2,2021,53.71
소형,1.05,98.9,푸른색,21.6,2007,51.923
대형,1.36,73.0,푸른색,15.1,2009,49.64
소형,1.02,97.6,검은색,7.8,2007,49.776
소형,0.97,80.8,흰색,23.4,2017,39.188
소형,0.91,84.8,분홍색,23.1,2021,38.584
중형,1.07,104.0,회색,15.6,2013,55.64
중형,1.13,84.0,초록색,18.5,2020,47.46
중형,1.26,116.5,회색,14.5,2010,73.395
소형,1.07,103.9,초록색,19.0,2013,55.587
소형,0.99,82.1,회색,19.5,2008,40.64
중형,1.15,104.8,분홍색,21.2,2016,60.26
소형,1.01,100.4,초록색,28.8,2016,50.702
중형,1.2,93.3,푸른색,12.3,2016,55.98
소형,0.91,109.0,흰색,10.1,2014,49.595
중형,1.1,108.3,흰색,28.2,2014,59.565
대형,1.41,74.1,붉은색,7.2,2007,52.241
대형,1.36,74.7,분홍색,7.7,2010,50.796
소형,0.95,95.0,붉은색,16.9,2017,45.125
소형,1.06,93.8,붉은색,18.3,2015,49.714
소형,1.01,102.7,검은색,29.2,2005,51.864
대형,1.45,87.8,붉은색,23.8,2010,63.655
대형,1.41,78.7,붉은색,9.1,2019,55.483
대형,1.38,72.2,푸른색,14.4,2016,49.818
대형,1.37,81.1,분홍색,18.3,2008,55.554
소형,0.91,85.2,흰색,13.9,2021,38.766
소형,1.02,104.5,초록색,15.4,2018,53.295
소형,1.05,96.5,초록색,7.3,2011,50.663
중형,1.25,111.0,회색,18.5,2015,69.375
소형,0.97,108.1,푸른색,27.6,2012,52.428
중형,1.11,81.0,회색,27.7,2016,44.955
대형,1.27,81.9,회색,10.9,2006,52.007
소형,0.97,87.7,푸른색,18.9,2007,42.535
대형,1.41,83.1,회색,27.2,2021,58.586
대형,1.35,74.2,초록색,21.1,2011,50.085
대형,1.43,84.6,흰색,11.8,2010,60.489
소형,0.91,86.6,회색,23.5,2014,39.403
대형,1.49,71.2,초록색,28.8,2014,53.044
소형,0.91,80.5,초록색,10.8,2015,36.627
중형,1.23,91.5,초록색,29.5,2018,56.273
대형,1.41,85.8,분홍색,7.9,2009,60.489
대형,1.45,83.7,푸른색,10.3,2011,60.682
중형,1.21,117.5,분홍색,27.0,2010,71.087
대형,1.35,81.8,푸른색,28.0,2011,55.215
대형,1.45,73.6,붉은색,12.4,2012,53.36
대형,1.36,74.2,초록색,9.5,2005,50.456
중형,1.26,124.7,흰색,17.2,2016,78.561
소형,1.02,88.7,검은색,7.4,2021,45.237
대형,1.36,74.5,검은색,27.6,2020,50.66
소형,1.07,101.3,흰색,29.4,2014,54.196
대형,1.46,74.1,분홍색,16.7,2008,54.093
소형,1.04,87.8,푸른색,15.3,2008,45.656
중형,1.07,80.2,분홍색,29.8,2013,42.907
대형,1.44,86.8,검은색,14.9,2007,62.496
소형,1.03,89.9,푸른색,18.4,2005,46.299
중형,1.28,88.5,흰색,20.3,2015,56.64
소형,1.02,80.9,분홍색,24.8,2011,41.259
중형,1.12,89.6,회색,9.2,2013,50.176
소형,0.93,108.7,초록색,18.5,2015,50.546
대형,1.34,77.2,회색,13.9,2007,51.724
대형,1.33,81.9,푸른색,18.5,2008,54.464
대형,1.36,78.1,초록색,27.0,2015,53.108
중형,1.14,86.5,붉은색,11.7,2018,49.305
중형,1.05,104.8,분홍색,28.1,2006,55.02
중형,1.19,99.9,붉은색,14.6,2012,59.441
소형,0.92,81.9,초록색,13.6,2011,37.674
소형,0.97,101.3,푸른색,23.4,2018,49.131
대형,1.45,79.8,흰색,12.0,2012,57.855
대형,1.42,84.6,흰색,15.7,2007,60.066
소형,1.06,83.4,분홍색,23.2,2017,44.202
소형,1.0,103.2,분홍색,25.2,2010,51.6
대형,1.36,90.0,검은색,16.4,2006,61.2
중형,1.27,94.6,흰색,12.7,2020,60.071
대형,1.4,74.3,회색,26.5,2012,52.01
중형,1.14,120.9,흰색,19.9,2016,68.913
소형,0.96,109.0,붉은색,27.9,2013,52.32
소형,1.1,99.4,분홍색,14.9,2013,54.67
중형,1.07,81.1,분홍색,8.5,2018,43.389
소형,0.91,87.5,흰색,8.3,2015,39.812
중형,1.3,116.2,분홍색,29.1,2015,75.53
중형,1.28,83.9,회색,15.0,2009,53.696
대형,1.31,87.3,흰색,10.8,2009,57.182
중형,1.07,84.1,붉은색,9.0,2006,44.994
소형,0.95,89.2,붉은색,30.0,2012,42.37
소형,1.05,97.4,붉은색,11.5,2021,51.135
소형,0.96,103.6,흰색,12.3,2014,49.728
중형,1.22,87.3,회색,24.7,2008,53.253
대형,1.33,89.8,회색,24.2,2014,59.717
대형,1.34,74.9,초록색,17.8,2013,50.183
중형,1.16,81.4,붉은색,16.2,2005,47.212
소형,0.98,109.6,푸른색,23.1,2020,53.704
소형,1.09,100.7,분홍색,8.0,2011,54.882
소형,0.91,86.8,분홍색,16.9,2016,39.494
소형,1.01,100.3,붉은색,24.8,2019,50.652
중형,1.05,115.5,검은색,28.6,2007,60.638
대형,1.49,75.2,붉은색,29.8,2021,56.024
중형,1.3,119.3,흰색,20.8,2014,77.545
대형,1.49,73.2,분홍색,21.8,2006,54.534
중형,1.11,110.9,검은색,27.4,2008,61.55
대형,1.47,71.3,회색,29.6,2010,52.405
소형,0.95,80.1,붉은색,23.1,2015,38.048
중형,1.2,85.3,붉은색,17.1,2017,51.18
대형,1.36,85.3,흰색,21.5,2008,58.004
대형,1.42,84.3,초록색,19.4,2009,59.853
대형,1.32,71.1,검은색,7.0,2010,46.926
소형,1.09,87.3,푸른색,27.1,2019,47.579
중형,1.06,84.1,초록색,28.9,2014,44.573
중형,1.24,81.6,푸른색,26.8,2013,50.592
대형,1.49,85.8,분홍색,26.7,2019,63.921
소형,1.08,89.6,분홍색,7.8,2017,48.384
대형,1.37,79.7,검은색,12.3,2014,54.595
중형,1.17,87.8,흰색,8.3,2010,51.363
소형,0.93,86.9,분홍색,25.6,2009,40.409
중형,1.07,117.6,푸른색,18.7,2006,62.916
중형,1.27,80.6,붉은색,22.3,2014,51.181
대형,1.35,83.8,분홍색,9.6,2006,56.565
중형,1.23,124.4,회색,16.6,2018,76.506
소형,1.08,105.2,붉은색,10.2,2013,56.808
대형,1.33,84.0,흰색,13.0,2016,55.86
대형,1.31,70.7,흰색,29.0,2014,46.309
소형,0.96,81.2,분홍색,11.3,2018,38.976
소형,0.94,105.5,초록색,24.0,2015,49.585
대형,1.47,77.9,회색,25.7,2005,57.257
소형,0.95,83.3,붉은색,12.2,2014,39.568
중형,1.3,101.8,분홍색,12.9,2007,66.17
소형,1.02,107.7,검은색,26.5,2013,54.927
중형,1.21,123.6,검은색,12.7,2017,74.778
대형,1.27,87.9,분홍색,14.5,2005,55.817
대형,1.39,77.3,회색,24.6,2009,53.724
소형,0.96,96.4,흰색,12.8,2017,46.272
중형,1.15,100.8,검은색,7.6,2005,57.96
중형,1.18,113.6,푸른색,10.8,2006,67.024
중형,1.06,114.4,흰색,26.6,2005,60.632
중형,1.05,117.3,분홍색,22.2,2019,61.583
대형,1.49,82.5,회색,23.7,2016,61.462
소형,1.07,81.4,붉은색,15.1,2013,43.549
중형,1.15,106.4,푸른색,24.2,2014,61.18
소형,1.1,94.7,초록색,14.4,2005,52.085
중형,1.27,92.4,회색,9.5,2011,58.674
중형,1.13,97.0,붉은색,14.5,2021,54.805
중형,1.09,115.2,회색,28.7,2012,62.784
대형,1.46,82.4,회색,27.5,2013,60.152
대형,1.35,75.4,푸른색,24.5,2013,50.895
대형,1.35,79.2,붉은색,23.4,2018,53.46
소형,0.94,84.2,붉은색,21.0,2016,39.574
소형,1.08,105.9,푸른색,20.1,2013,57.186
대형,1.43,74.0,흰색,20.4,2018,52.91
중형,1.05,114.0,분홍색,20.8,2006,59.85
중형,1.09,112.7,흰색,11.6,2005,61.422
중형,1.16,116.8,흰색,11.5,2012,67.744
소형,0.98,81.4,붉은색,10.0,2005,39.886
중형,1.25,102.9,흰색,21.7,2012,64.312
중형,1.3,112.1,붉은색,16.2,2011,72.865
소형,1.03,102.7,붉은색,26.7,2006,52.891
소형,1.09,96.6,분홍색,13.5,2007,52.647
소형,1.06,87.2,푸른색,18.2,2008,46.216
소형,0.99,109.2,회색,8.5,2010,54.054
대형,1.37,87.1,분홍색,9.6,2005,59.664
소형,0.98,100.6,초록색,15.0,2007,49.294
중형,1.14,115.2,회색,8.1,2011,65.664
대형,1.32,83.8,푸른색,10.5,2021,55.308
중형,1.11,80.6,흰색,10.7,2005,44.733
중형,1.08,120.4,검은색,23.6,2005,65.016
